target_stock,week_t,week_pred,forecast,intercept,lambda,n_active
10138,2020-02-03,2020-02-10,0.008650059696058332,0.008650059696058332,0.015226841984271863,0
10138,2020-02-10,2020-02-17,0.006310133649978181,0.006310133649978181,0.014251419630120894,0
10138,2020-02-17,2020-02-24,0.0033337007334701646,0.0033337007334701646,0.022761206250074505,0
10138,2020-02-24,2020-03-02,0.0034018351441685007,0.0034018351441685007,0.02272219718315547,0
10138,2020-03-02,2020-03-09,0.0013620146999908439,0.0013620146999908439,0.025415184986749807,0
10138,2020-03-09,2020-03-16,-0.0033681923528159864,-0.0033681923528159864,0.03473615361792409,0
10138,2020-03-16,2020-03-23,-0.0019644588320557816,-0.0019644588320557816,0.03337905931497226,0
10138,2020-03-23,2020-03-30,-0.004568327706651868,-0.004568327706651868,0.03310220822407235,0
10145,2016-08-01,2016-08-08,0.006490659388415805,0.006490659388415805,0.013629945254253303,0
10145,2016-08-08,2016-08-15,0.006472900458520041,0.006472900458520041,0.013800638477314367,0
10145,2016-08-15,2016-08-22,0.00482329298617048,0.00482329298617048,0.01177014607379451,0
10145,2016-08-22,2016-08-29,0.005066080245962346,0.005066080245962346,0.012407873633657392,0
10145,2016-08-29,2016-09-05,0.0033710718600854063,0.0033710718600854063,0.01158562665275937,0
10145,2016-09-05,2016-09-12,0.002819797530096469,0.002819797530096469,0.011295266852057399,0
10145,2016-09-12,2016-09-19,0.004455327913133541,0.004455327913133541,0.00960640484413321,0
10145,2016-09-19,2016-09-26,0.002974218015806171,0.002974218015806171,0.00825543279358416,0
10145,2016-09-26,2016-10-03,1.1699292562347219e-4,1.1699292562347219e-4,0.012196927137027544,0
10145,2016-10-03,2016-10-10,-1.79535644279279e-4,-1.79535644279279e-4,0.012377381056590938,0
10145,2016-10-10,2016-10-17,4.020230398827556e-5,4.020230398827556e-5,0.01233907123561867,0
10145,2016-10-17,2016-10-24,-2.655405565646844e-4,-2.655405565646844e-4,0.013468411022798804,0
10145,2016-10-24,2016-10-31,-4.183589467611072e-4,-4.183589467611072e-4,0.013350700043237008,0
10145,2016-10-31,2016-11-07,3.750467075250242e-4,3.750467075250242e-4,0.012316608342307162,0
10145,2016-11-07,2016-11-14,3.6280247411721095e-4,3.6280247411721095e-4,0.01227513638201536,0
10145,2016-11-14,2016-11-21,9.521550941395058e-4,9.521550941395058e-4,0.012724380472156092,0
10145,2016-11-21,2016-11-28,5.92900953788048e-4,5.92900953788048e-4,0.013127398894784634,0
10145,2016-11-28,2016-12-05,0.0018833323936232743,0.0018833323936232743,0.013612980671086163,0
10145,2016-12-05,2016-12-12,0.001745830988274247,0.001745830988274247,0.013456007381686095,0
10145,2016-12-12,2016-12-19,0.001593787257950474,0.001593787257950474,0.013244464701442594,0
10145,2016-12-19,2016-12-26,0.0011348947350002208,0.0011348947350002208,0.013511636753071057,0
10145,2016-12-26,2017-01-02,0.0013571461006811757,0.0013571461006811757,0.013549267489063599,0
